date,full_name,company_code,abbreviation,report_date,report_type
2021-03-24,浙江大华技术股份有限公司,002236,大华股份,2020年,年度报告
2021-04-07,福建榕基软件股份有限公司,002474,榕基软件,2020年,年度报告
2022-06-07,固德威技术股份有限公司,688390,固德威,2021年,年度报告
2021-04-30,湖北武昌鱼股份有限公司,600275,武昌鱼,2020年,年度报告
2021-05-14,苏州瀚川智能科技股份有限公司,688022,瀚川智能,2020年,年度报告
2021-07-16,新疆西部牧业股份有限公司,300106,西部牧业,2020年,年度报告
2020-04-03,浙江大华技术股份有限公司,002236,大华股份,2019年,年度报告
2022-04-28,山东联科科技股份有限公司,001207,联科科技,2021年,年度报告
2021-04-26,豆神教育科技北京股份有限公司,300010,豆神教育,2019年,年度报告
2021-03-27,浙江永贵电器股份有限公司,300351,永贵电器,2020年,年度报告
2021-04-21,上海海欣集团股份有限公司,600851,海欣股份,2020年,年度报告
2021-04-28,安徽广信农化股份有限公司,603599,广信股份,2020年,年度报告
2020-04-30,獐子岛集团股份有限公司,002069,獐子岛,2019年,年度报告
2020-04-28,江苏新美星包装机械股份有限公司,300509,新美星,2019年,年度报告
2021-04-28,深圳市金新农科技股份有限公司,002548,金新农,2020年,年度报告
2021-04-30,广东华锋新能源科技股份有限公司,002806,华锋股份,2020年,年度报告
2020-04-24,晋能控股山西电力股份有限公司,000767,晋控电力,2019年,年度报告
2021-03-18,顺丰控股股份有限公司,002352,顺丰控股,2020年,年度报告
2020-04-27,杭州华星创业通信技术股份有限公司,300025,华星创业,2019年,年度报告
2020-04-01,中国葛洲坝集团股份有限公司,600068,葛洲坝,2019年,年度报告
2020-04-28,深圳中华自行车集团股份有限公司,000017,深中华,2019年,年度报告
2021-04-30,湖南景峰医药股份有限公司,000908,景峰医药,2020年,年度报告
2022-04-19,冠福控股股份有限公司,002102,冠福股份,2021年,年度报告
2021-04-28,上海科泰电源股份有限公司,300153,科泰电源,2020年,年度报告
2021-04-29,浙江金科汤姆猫文化产业股份有限公司,300459,汤姆猫,2019年,年度报告
2021-04-27,长发集团长江投资实业股份有限公司,600119,长江投资,2020年,年度报告
2021-04-15,汕头东风印刷股份有限公司,601515,东风股份,2020年,年度报告
2022-04-19,富满微电子集团股份有限公司,300671,富满微,2021年,年度报告
2022-03-31,中船海洋与防务装备股份有限公司,600685,中船防务,2021年,年度报告
2021-04-29,深圳迈瑞生物医疗电子股份有限公司,300760,迈瑞医疗,2020年,年度报告
2022-04-29,成都立航科技股份有限公司,603261,立航科技,2021年,年度报告
2020-04-23,金地集团股份有限公司,600383,金地集团,2019年,年度报告
2020-04-30,广州洁特生物过滤股份有限公司,688026,洁特生物,2019年,年度报告
2021-04-23,仁和药业股份有限公司,000650,仁和药业,2020年,年度报告
2022-12-03,凯瑞德控股股份有限公司,002072,凯瑞德,2021年,年度报告
2021-04-20,广州中望龙腾软件股份有限公司,688083,中望软件,2020年,年度报告
2021-03-13,天马微电子股份有限公司,000050,深天马A,2020年,年度报告
2021-03-30,天润工业技术股份有限公司,002283,天润工业,2020年,年度报告
2020-04-25,报喜鸟控股股份有限公司,002154,报喜鸟,2019年,年度报告
2020-04-17,江西赣能股份有限公司,000899,赣能股份,2019年,年度报告
2021-04-27,苏州赛腾精密电子股份有限公司,603283,赛腾股份,2020年,年度报告
2020-04-16,北京赛升药业股份有限公司,300485,赛升药业,2019年,年度报告
2020-04-30,福达合金材料股份有限公司,603045,福达合金,2019年,年度报告
2022-04-23,北京久其软件股份有限公司,002279,久其软件,2021年,年度报告
2021-03-26,安科瑞电气股份有限公司,300286,安科瑞,2020年,年度报告
2020-04-11,常柴股份有限公司,200570,苏常柴,2019年,年度报告
2020-04-15,众业达电气股份有限公司,002441,众业达,2019年,年度报告
2022-04-23,潜能恒信能源技术股份有限公司,300191,潜能恒信,2021年,年度报告
2020-04-20,中钢天源股份有限公司,002057,中钢天源,2019年,年度报告
2022-04-23,昆山佰奥智能装备股份有限公司,300836,佰奥智能,2021年,年度报告
2022-04-20,南京高科股份有限公司,600064,南京高科,2021年,年度报告
2022-04-22,申科滑动轴承股份有限公司,002633,申科股份,2021年,年度报告
2020-03-27,宁波富达股份有限公司,600724,宁波富达,2019年,年度报告
2022-03-29,上海锦江国际酒店股份有限公司,900934,锦江酒店,2021年,年度报告
2022-04-27,深圳市易瑞生物技术股份有限公司,300942,易瑞生物,2021年,年度报告
2020-04-27,北京利尔高温材料股份有限公司,002392,北京利尔,2019年,年度报告
2020-04-02,成都市兴蓉环境股份有限公司,000598,兴蓉环境,2019年,年度报告
2020-04-18,红星美凯龙家居集团股份有限公司,601828,美凯龙,2019年,年度报告
2020-04-27,北京中科海讯数字科技股份有限公司,300810,中科海讯,2019年,年度报告
2021-04-17,重庆梅安森科技股份有限公司,300275,梅安森,2020年,年度报告
2020-04-28,安徽铜峰电子股份有限公司,600237,铜峰电子,2019年,年度报告
2022-04-16,北京万通新发展集团股份有限公司,600246,万通发展,2021年,年度报告
2021-04-29,天津卓朗信息科技股份有限公司,600225,卓朗科技,2020年,年度报告
2022-04-30,跨境通宝电子商务股份有限公司,002640,跨境通,2021年,年度报告
2022-04-29,莱克电气股份有限公司,603355,莱克电气,2021年,年度报告
2021-03-12,长春高新技术产业集团股份有限公司,000661,长春高新,2020年,年度报告
2020-03-31,中远海运控股股份有限公司,601919,中远海控,2019年,年度报告
2021-04-29,长春一东离合器股份有限公司,600148,长春一东,2020年,年度报告
2022-04-20,中珠医疗控股股份有限公司,600568,中珠医疗,2021年,年度报告
2022-05-20,华宝香精股份有限公司,300741,华宝股份,2021年,年度报告
2021-04-20,浙江莎普爱思药业股份有限公司,603168,莎普爱思,2020年,年度报告
2021-04-15,浙江仙通橡塑股份有限公司,603239,浙江仙通,2020年,年度报告
2021-05-25,合肥常青机械股份有限公司,603768,常青股份,2020年,年度报告
2020-04-13,浙江海利得新材料股份有限公司,002206,海利得,2019年,年度报告
2021-04-28,百洋产业投资集团股份有限公司,002696,百洋股份,2020年,年度报告
2021-03-26,山西科新发展股份有限公司,600234,科新发展,2020年,年度报告
2022-03-19,方大特钢科技股份有限公司,600507,方大特钢,2021年,年度报告
2020-04-25,道明光学股份有限公司,002632,道明光学,2019年,年度报告
2022-04-26,许昌远东传动轴股份有限公司,002406,远东传动,2021年,年度报告
2021-04-28,厦门力鼎光电股份有限公司,605118,力鼎光电,2020年,年度报告
2022-03-25,北京万邦达环保技术股份有限公司,300055,万邦达,2021年,年度报告
2021-03-27,宏辉果蔬股份有限公司,603336,宏辉果蔬,2020年,年度报告
2021-04-30,美尚生态景观股份有限公司,300495,美尚生态,2020年,年度报告
2020-04-27,安徽众源新材料股份有限公司,603527,众源新材,2019年,年度报告
2021-04-27,许昌远东传动轴股份有限公司,002406,远东传动,2020年,年度报告
2022-03-29,上海华谊集团股份有限公司,600623,华谊集团,2021年,年度报告
2021-02-08,金雷科技股份公司,300443,金雷股份,2020年,年度报告
2021-03-12,横店集团东磁股份有限公司,002056,横店东磁,2020年,年度报告
2021-04-22,温氏食品集团股份有限公司,300498,温氏股份,2020年,年度报告
2021-04-09,恒天凯马股份有限公司,900953,凯马股份,2020年,年度报告
2020-04-28,武汉锐科光纤激光技术股份有限公司,300747,锐科激光,2019年,年度报告
2022-04-30,义乌华鼎锦纶股份有限公司,601113,华鼎股份,2021年,年度报告
2022-04-28,深圳市信维通信股份有限公司,300136,信维通信,2021年,年度报告
2020-04-23,宁波精达成形装备股份有限公司,603088,宁波精达,2019年,年度报告
2020-03-13,西藏诺迪康药业股份有限公司,600211,西藏药业,2019年,年度报告
2021-04-20,新凤鸣集团股份有限公司,603225,新凤鸣,2020年,年度报告
2020-04-17,浙江永太科技股份有限公司,002326,永太科技,2019年,年度报告
2021-04-27,北京中关村科技发展控股股份有限公司,000931,中关村,2020年,年度报告
2021-03-31,莲花健康产业集团股份有限公司,600186,莲花健康,2020年,年度报告
2022-03-19,武汉三镇实业控股股份有限公司,600168,武汉控股,2021年,年度报告
2022-04-23,阿尔特汽车技术股份有限公司,300825,阿尔特,2021年,年度报告
2020-06-02,山东联创产业发展集团股份有限公司,300343,联创股份,2019年,年度报告
2021-04-23,北京钢研高纳科技股份有限公司,300034,钢研高纳,2020年,年度报告
2020-04-22,万达电影股份有限公司,002739,万达电影,2019年,年度报告
2021-03-31,金杯汽车股份有限公司,600609,金杯汽车,2020年,年度报告
2020-04-29,上海联明机械股份有限公司,603006,联明股份,2019年,年度报告
2022-04-28,河北金牛化工股份有限公司,600722,金牛化工,2021年,年度报告
2021-04-29,天创时尚股份有限公司,603608,天创时尚,2020年,年度报告
2021-03-31,瀚蓝环境股份有限公司,600323,瀚蓝环境,2020年,年度报告
2021-03-16,一心堂药业集团股份有限公司,002727,一心堂,2020年,年度报告
2021-06-19,中源家居股份有限公司,603709,中源家居,2020年,年度报告
2022-03-25,青岛海尔生物医疗股份有限公司,688139,海尔生物,2021年,年度报告
2022-03-31,中国天楹股份有限公司,000035,中国天楹,2021年,年度报告
2020-04-29,大秦铁路股份有限公司,601006,大秦铁路,2019年,年度报告
2021-03-27,长飞光纤光缆股份有限公司,601869,长飞光纤,2020年,年度报告
2021-04-28,思瑞浦微电子科技苏州股份有限公司,688536,思瑞浦,2020年,年度报告
2022-04-30,文峰大世界连锁发展股份有限公司,601010,文峰股份,2021年,年度报告
2021-04-08,苏州天准科技股份有限公司,688003,天准科技,2020年,年度报告
2022-03-31,柳州两面针股份有限公司,600249,两面针,2021年,年度报告
2020-04-29,亚钾国际投资广州股份有限公司,000893,亚钾国际,2019年,年度报告
2023-04-27,鞍山森远路桥股份有限公司,300210,森远股份,2019年,年度报告
2021-03-25,茂业商业股份有限公司,600828,茂业商业,2020年,年度报告
2020-04-27,湖南宇晶机器股份有限公司,002943,宇晶股份,2019年,年度报告
2021-04-19,青岛德固特节能装备股份有限公司,300950,德固特,2020年,年度报告
2022-04-19,天下秀数字科技集团股份有限公司,600556,天下秀,2021年,年度报告
2022-04-19,保利发展控股集团股份有限公司,600048,保利发展,2021年,年度报告
2021-03-06,丝路视觉科技股份有限公司,300556,丝路视觉,2020年,年度报告
2022-04-12,江苏南方精工股份有限公司,002553,南方精工,2021年,年度报告
2022-03-05,罗欣药业集团股份有限公司,002793,罗欣药业,2021年,年度报告
2022-04-28,长江医药控股股份有限公司,300391,长药控股,2021年,年度报告
2021-04-09,张家港富瑞特种装备股份有限公司,300228,富瑞特装,2020年,年度报告
2020-03-20,天虹数科商业股份有限公司,002419,天虹股份,2019年,年度报告
2022-04-16,东方电气股份有限公司,600875,东方电气,2021年,年度报告
2020-04-24,广州鹏辉能源科技股份有限公司,300438,鹏辉能源,2019年,年度报告
2022-04-30,利欧集团股份有限公司,002131,利欧股份,2021年,年度报告
2022-09-07,深圳达实智能股份有限公司,002421,达实智能,2021年,年度报告
2020-04-22,唐山港集团股份有限公司,601000,唐山港,2019年,年度报告
2022-04-27,江西沐邦高科股份有限公司,603398,沐邦高科,2021年,年度报告
2020-04-16,深圳欣锐科技股份有限公司,300745,欣锐科技,2019年,年度报告
2021-04-20,山东赛托生物科技股份有限公司,300583,赛托生物,2020年,年度报告
2022-04-28,南方出版传媒股份有限公司,601900,南方传媒,2021年,年度报告
2022-04-28,中简科技股份有限公司,300777,中简科技,2021年,年度报告
2020-04-28,北京双杰电气股份有限公司,300444,双杰电气,2019年,年度报告
2022-04-09,浙江震元股份有限公司,000705,浙江震元,2021年,年度报告
2020-04-24,北京博晖创新生物技术集团股份有限公司,300318,博晖创新,2019年,年度报告
2021-04-28,深圳市同为数码科技股份有限公司,002835,同为股份,2020年,年度报告
2021-03-26,马鞍山钢铁股份有限公司,600808,马钢股份,2020年,年度报告
2020-02-29,上海汇通能源股份有限公司,600605,汇通能源,2019年,年度报告
2021-04-28,深圳市长盈精密技术股份有限公司,300115,长盈精密,2020年,年度报告
2022-04-15,诺力智能装备股份有限公司,603611,诺力股份,2021年,年度报告
2021-04-23,青岛海容商用冷链股份有限公司,603187,海容冷链,2020年,年度报告
2021-04-29,上海金力泰化工股份有限公司,300225,金力泰,2020年,年度报告
2020-04-28,华扬联众数字技术股份有限公司,603825,华扬联众,2019年,年度报告
2021-03-27,歌尔股份有限公司,002241,歌尔股份,2020年,年度报告
2021-04-16,探路者控股集团股份有限公司,300005,探路者,2020年,年度报告
2020-04-30,上海游久游戏股份有限公司,600652,游久游戏,2019年,年度报告
2022-04-28,福建福昕软件开发股份有限公司,688095,福昕软件,2021年,年度报告
2022-03-26,江西金达莱环保股份有限公司,688057,金达莱,2021年,年度报告
2021-04-28,浙江司太立制药股份有限公司,603520,司太立,2020年,年度报告
2022-04-27,北京合纵科技股份有限公司,300477,合纵科技,2021年,年度报告
2022-04-23,浙江盛洋科技股份有限公司,603703,盛洋科技,2021年,年度报告
2021-04-29,湛江国联水产开发股份有限公司,300094,国联水产,2020年,年度报告
2021-04-17,山东南山智尚科技股份有限公司,300918,南山智尚,2020年,年度报告
2021-03-30,中信海洋直升机股份有限公司,000099,中信海直,2020年,年度报告
2022-03-31,金杯电工股份有限公司,002533,金杯电工,2021年,年度报告
2021-04-17,中视传媒股份有限公司,600088,中视传媒,2020年,年度报告
2020-04-30,嘉凯城集团股份有限公司,000918,嘉凯城,2019年,年度报告
2022-04-23,江苏国泰国际集团股份有限公司,002091,江苏国泰,2021年,年度报告
2021-04-13,深圳市中洲投资控股股份有限公司,000042,中洲控股,2020年,年度报告
2021-03-25,中百控股集团股份有限公司,000759,中百集团,2020年,年度报告
2022-04-27,亚世光电集团股份有限公司,002952,亚世光电,2021年,年度报告
2022-03-25,珠海全志科技股份有限公司,300458,全志科技,2021年,年度报告
2021-04-20,城发环境股份有限公司,000885,城发环境,2020年,年度报告
2021-04-29,辽宁成大股份有限公司,600739,辽宁成大,2020年,年度报告
2020-03-31,大唐国际发电股份有限公司,601991,大唐发电,2019年,年度报告
2022-04-25,中节能铁汉生态环境股份有限公司,300197,节能铁汉,2021年,年度报告
2021-03-31,中远海运能源运输股份有限公司,600026,中远海能,2020年,年度报告
2021-04-28,深圳奥特迅电力设备股份有限公司,002227,奥特迅,2020年,年度报告
2021-04-28,康美药业股份有限公司,600518,康美药业,2020年,年度报告
2022-04-29,江苏海鸥冷却塔股份有限公司,603269,海鸥股份,2021年,年度报告
2021-04-15,西安三角防务股份有限公司,300775,三角防务,2020年,年度报告
2022-04-22,杭州远方光电信息股份有限公司,300306,远方信息,2021年,年度报告
2020-04-09,深圳市盐田港股份有限公司,000088,盐田港,2019年,年度报告
2020-04-29,中国出版传媒股份有限公司,601949,中国出版,2019年,年度报告
2020-04-02,重庆水务集团股份有限公司,601158,重庆水务,2019年,年度报告
2020-04-28,深圳市中新赛克科技股份有限公司,002912,中新赛克,2019年,年度报告
2021-03-31,青岛汇金通电力设备股份有限公司,603577,汇金通,2020年,年度报告
2022-04-19,锦州神工半导体股份有限公司,688233,神工股份,2021年,年度报告
2020-04-27,杭州中泰深冷技术股份有限公司,300435,中泰股份,2019年,年度报告
2022-04-30,宋都基业投资股份有限公司,600077,宋都股份,2021年,年度报告
2020-04-28,江苏亚星锚链股份有限公司,601890,亚星锚链,2019年,年度报告
2020-08-12,西藏珠峰资源股份有限公司,600338,西藏珠峰,2019年,年度报告
2022-04-26,广东格林精密部件股份有限公司,300968,格林精密,2021年,年度报告
2022-04-28,杭州园林设计院股份有限公司,300649,杭州园林,2021年,年度报告
2020-04-18,广州恒运企业集团股份有限公司,000531,恒运集团,2019年,年度报告
2022-04-22,中节能国祯环保科技股份有限公司,300388,节能国祯,2021年,年度报告
2021-04-26,上海华铭智能终端设备股份有限公司,300462,华铭智能,2020年,年度报告
2022-04-08,广东新劲刚科技股份有限公司,300629,新劲刚,2020年,年度报告
2021-04-23,分众传媒信息技术股份有限公司,002027,分众传媒,2020年,年度报告
2021-06-09,上海创兴资源开发股份有限公司,600193,创兴资源,2020年,年度报告
2021-04-20,恒逸石化股份有限公司,000703,恒逸石化,2020年,年度报告
2022-03-31,山东省章丘鼓风机股份有限公司,002598,山东章鼓,2021年,年度报告
2020-06-13,光启技术股份有限公司,002625,光启技术,2019年,年度报告
2020-04-14,特变电工股份有限公司,600089,特变电工,2019年,年度报告
2021-04-09,许昌开普检测研究院股份有限公司,003008,开普检测,2020年,年度报告
2021-06-08,浙文影业集团股份有限公司,601599,浙文影业,2020年,年度报告
2020-04-29,欣旺达电子股份有限公司,300207,欣旺达,2019年,年度报告
2021-04-02,彩讯科技股份有限公司,300634,彩讯股份,2020年,年度报告
2020-04-30,北京万通新发展集团股份有限公司,600246,万通发展,2019年,年度报告
2022-04-01,安徽超越环保科技股份有限公司,301049,超越科技,2021年,年度报告
2022-03-31,湖北久之洋红外系统股份有限公司,300516,久之洋,2021年,年度报告
2020-04-07,杭州鸿泉物联网技术股份有限公司,688288,鸿泉物联,2019年,年度报告
2022-04-22,广东正业科技股份有限公司,300410,正业科技,2021年,年度报告
2022-04-26,道明光学股份有限公司,002632,道明光学,2021年,年度报告
2021-03-30,上海国际港务集团股份有限公司,600018,上港集团,2020年,年度报告
2020-05-28,温州意华接插件股份有限公司,002897,意华股份,2019年,年度报告
2020-03-28,中国工商银行股份有限公司,601398,工商银行,2019年,年度报告
2021-04-16,彩虹显示器件股份有限公司,600707,彩虹股份,2020年,年度报告
2022-03-29,上海兰卫医学检验所股份有限公司,301060,兰卫医学,2021年,年度报告
2021-04-15,无锡商业大厦大东方股份有限公司,600327,大东方,2020年,年度报告
2020-04-23,北京辰安科技股份有限公司,300523,辰安科技,2019年,年度报告
2022-04-29,安徽丰原药业股份有限公司,000153,丰原药业,2021年,年度报告
2022-03-24,珠海华金资本股份有限公司,000532,华金资本,2021年,年度报告
2020-03-20,甘肃省敦煌种业集团股份有限公司,600354,敦煌种业,2019年,年度报告
2022-04-16,漳州片仔癀药业股份有限公司,600436,片仔癀,2021年,年度报告
2022-04-20,山西华翔集团股份有限公司,603112,华翔股份,2021年,年度报告
2022-04-27,浙江松原汽车安全系统股份有限公司,300893,松原股份,2021年,年度报告
2021-04-24,北京首商集团股份有限公司,600723,首商股份,2020年,年度报告
2020-03-27,山东华鲁恒升化工股份有限公司,600426,华鲁恒升,2019年,年度报告
2022-03-16,广东迪生力汽配股份有限公司,603335,迪生力,2021年,年度报告
2021-05-12,东旭蓝天新能源股份有限公司,000040,东旭蓝天,2020年,年度报告
2020-04-30,大富科技安徽股份有限公司,300134,大富科技,2019年,年度报告
2022-03-30,山东威高骨科材料股份有限公司,688161,威高骨科,2021年,年度报告
2022-04-30,重庆燃气集团股份有限公司,600917,重庆燃气,2021年,年度报告
2020-03-07,阳普医疗科技股份有限公司,300030,阳普医疗,2019年,年度报告
2022-03-25,中铁装配式建筑股份有限公司,300374,中铁装配,2021年,年度报告
2021-04-28,甘肃亚盛实业集团股份有限公司,600108,亚盛集团,2020年,年度报告
2021-03-31,中国国际金融股份有限公司,601995,中金公司,2020年,年度报告
2022-04-28,杭州市园林绿化股份有限公司,605303,园林股份,2021年,年度报告
2021-04-08,上海维宏电子科技股份有限公司,300508,维宏股份,2020年,年度报告
2022-03-30,江铃汽车股份有限公司,000550,江铃汽车,2021年,年度报告
2020-04-28,江苏博信投资控股股份有限公司,600083,博信股份,2019年,年度报告
2020-04-25,浙江英特集团股份有限公司,000411,英特集团,2019年,年度报告
2021-03-30,广发证券股份有限公司,000776,广发证券,2020年,年度报告
2020-04-28,深圳市赢时胜信息技术股份有限公司,300377,赢时胜,2019年,年度报告
2022-04-28,深圳市瑞丰光电子股份有限公司,300241,瑞丰光电,2021年,年度报告
2020-04-28,华夏航空股份有限公司,002928,华夏航空,2019年,年度报告
2022-04-28,虹软科技股份有限公司,688088,虹软科技,2021年,年度报告
2020-03-23,南华期货股份有限公司,603093,南华期货,2019年,年度报告
2020-04-21,兴业皮革科技股份有限公司,002674,兴业科技,2019年,年度报告
2020-04-02,浙江寿仙谷医药股份有限公司,603896,寿仙谷,2019年,年度报告
2021-05-20,南京科远智慧科技集团股份有限公司,002380,科远智慧,2020年,年度报告
2021-04-24,广东九联科技股份有限公司,688609,九联科技,2020年,年度报告
2020-03-31,中国中铁股份有限公司,601390,中国中铁,2019年,年度报告
2020-04-30,武汉长江通信产业集团股份有限公司,600345,长江通信,2019年,年度报告
2020-04-24,北京先进数通信息技术股份公司,300541,先进数通,2019年,年度报告
2022-04-27,合兴汽车电子股份有限公司,605005,合兴股份,2021年,年度报告
2021-04-20,深圳市宝明科技股份有限公司,002992,宝明科技,2020年,年度报告
2022-04-28,中触媒新材料股份有限公司,688267,中触媒,2021年,年度报告
2022-03-29,宇通客车股份有限公司,600066,宇通客车,2021年,年度报告
2020-03-28,楚天科技股份有限公司,300358,楚天科技,2019年,年度报告
2022-04-09,深圳太辰光通信股份有限公司,300570,太辰光,2021年,年度报告
2020-04-10,北京巴士传媒股份有限公司,600386,北巴传媒,2019年,年度报告
2022-05-11,科威尔技术股份有限公司,688551,科威尔,2021年,年度报告
2020-04-21,哈尔滨东安汽车动力股份有限公司,600178,东安动力,2019年,年度报告
2020-04-25,宁波江丰电子材料股份有限公司,300666,江丰电子,2019年,年度报告
2020-03-30,中国国检测试控股集团股份有限公司,603060,国检集团,2019年,年度报告
2022-03-31,中航航空电子系统股份有限公司,600372,中航电子,2021年,年度报告
2022-03-30,成都银河磁体股份有限公司,300127,银河磁体,2021年,年度报告
2022-04-23,广州若羽臣科技股份有限公司,003010,若羽臣,2021年,年度报告
2021-04-29,大金重工股份有限公司,002487,大金重工,2020年,年度报告
2020-04-17,安记食品股份有限公司,603696,安记食品,2019年,年度报告
2022-06-17,广州普邦园林股份有限公司,002663,普邦股份,2021年,年度报告
2021-04-20,新疆天富能源股份有限公司,600509,天富能源,2020年,年度报告
2021-04-30,巨人网络集团股份有限公司,002558,巨人网络,2020年,年度报告
2022-04-15,上海起帆电缆股份有限公司,605222,起帆电缆,2021年,年度报告
2021-04-28,上海翔港包装科技股份有限公司,603499,翔港科技,2020年,年度报告
2022-05-28,湖南领湃达志科技股份有限公司,300530,达志科技,2021年,年度报告
2021-04-28,睿智医药科技股份有限公司,300149,睿智医药,2020年,年度报告
2022-04-16,爱玛科技集团股份有限公司,603529,爱玛科技,2021年,年度报告
2020-04-08,晶瑞电子材料股份有限公司,300655,晶瑞电材,2019年,年度报告
2020-04-02,天津瑞普生物技术股份有限公司,300119,瑞普生物,2019年,年度报告
2020-04-25,江苏联环药业股份有限公司,600513,联环药业,2019年,年度报告
2022-04-29,星光农机股份有限公司,603789,星光农机,2021年,年度报告
2021-04-26,青岛高测科技股份有限公司,688556,高测股份,2020年,年度报告
2022-05-31,苏州海陆重工股份有限公司,002255,海陆重工,2020年,年度报告
2022-04-28,安徽中电兴发与鑫龙科技股份有限公司,002298,中电兴发,2021年,年度报告
2022-04-23,宁波理工环境能源科技股份有限公司,002322,理工能科,2021年,年度报告
2022-05-14,兰州黄河企业股份有限公司,000929,兰州黄河,2021年,年度报告
2020-04-03,浙江景兴纸业股份有限公司,002067,景兴纸业,2019年,年度报告
2021-04-29,西陇科学股份有限公司,002584,西陇科学,2020年,年度报告
2022-04-15,深圳同兴达科技股份有限公司,002845,同兴达,2021年,年度报告
2021-08-28,东莞金太阳研磨股份有限公司,300606,金太阳,2019年,年度报告
2020-04-27,浙江和仁科技股份有限公司,300550,和仁科技,2019年,年度报告
2021-04-30,深圳康泰生物制品股份有限公司,300601,康泰生物,2020年,年度报告
2021-03-25,东莞市宇瞳光学科技股份有限公司,300790,宇瞳光学,2020年,年度报告
2020-03-31,威海光威复合材料股份有限公司,300699,光威复材,2019年,年度报告
2022-03-26,中百控股集团股份有限公司,000759,中百集团,2021年,年度报告
2020-03-21,招商银行股份有限公司,600036,招商银行,2019年,年度报告
2021-02-02,平安银行股份有限公司,000001,平安银行,2020年,年度报告
2021-03-31,光力科技股份有限公司,300480,光力科技,2020年,年度报告
2021-04-24,中电科芯片技术股份有限公司,600877,电科芯片,2020年,年度报告
2022-04-29,烟台东诚药业集团股份有限公司,002675,东诚药业,2021年,年度报告
2021-03-31,凯盛新能源股份有限公司,600876,凯盛新能,2020年,年度报告
2020-04-29,武汉凡谷电子技术股份有限公司,002194,武汉凡谷,2019年,年度报告
2021-04-09,青岛中资中程集团股份有限公司,300208,青岛中程,2020年,年度报告
2022-04-29,中国船舶重工股份有限公司,601989,中国重工,2021年,年度报告
2023-04-29,沈阳远大智能工业集团股份有限公司,002689,远大智能,2021年,年度报告
2021-04-23,武汉帝尔激光科技股份有限公司,300776,帝尔激光,2020年,年度报告
2021-04-23,北方化学工业股份有限公司,002246,北化股份,2020年,年度报告
2020-04-18,超讯通信股份有限公司,603322,超讯通信,2019年,年度报告
2022-03-12,中国联合网络通信股份有限公司,600050,中国联通,2021年,年度报告
2022-04-21,三祥新材股份有限公司,603663,三祥新材,2021年,年度报告
2020-04-29,黑龙江交通发展股份有限公司,601188,龙江交通,2019年,年度报告
2021-04-08,福龙马集团股份有限公司,603686,福龙马,2020年,年度报告
2022-03-26,东江环保股份有限公司,002672,东江环保,2021年,年度报告
2020-04-29,海南高速公路股份有限公司,000886,海南高速,2019年,年度报告
2021-04-16,腾达建设集团股份有限公司,600512,腾达建设,2020年,年度报告
2021-04-27,天洋新材上海科技股份有限公司,603330,天洋新材,2020年,年度报告
2020-03-31,深圳市兴森快捷电路科技股份有限公司,002436,兴森科技,2019年,年度报告
2022-04-21,武汉祥龙电业股份有限公司,600769,祥龙电业,2021年,年度报告
2022-04-26,盛屯矿业集团股份有限公司,600711,盛屯矿业,2021年,年度报告
2022-04-28,亿嘉和科技股份有限公司,603666,亿嘉和,2021年,年度报告
2020-04-25,吉林敖东药业集团股份有限公司,000623,吉林敖东,2019年,年度报告
2021-03-31,深圳市宇顺电子股份有限公司,002289,宇顺电子,2020年,年度报告
2021-04-28,广东美联新材料股份有限公司,300586,美联新材,2020年,年度报告
2022-04-12,公元股份有限公司,002641,公元股份,2021年,年度报告
2022-04-27,深圳奥特迅电力设备股份有限公司,002227,奥特迅,2021年,年度报告
2022-04-27,杭州雷迪克节能科技股份有限公司,300652,雷迪克,2021年,年度报告
2021-03-06,江苏立华牧业股份有限公司,300761,立华股份,2020年,年度报告
2021-03-27,南京钢铁股份有限公司,600282,南钢股份,2020年,年度报告
2020-03-26,水发派思燃气股份有限公司,603318,水发燃气,2019年,年度报告
2020-04-29,武汉理工光科股份有限公司,300557,理工光科,2019年,年度报告
2022-04-26,浙江本立科技股份有限公司,301065,本立科技,2021年,年度报告
2021-04-16,诺力智能装备股份有限公司,603611,诺力股份,2020年,年度报告
2021-03-31,山东豪迈机械科技股份有限公司,002595,豪迈科技,2020年,年度报告
2021-03-30,中科院成都信息技术股份有限公司,300678,中科信息,2020年,年度报告
2021-04-30,湖南天雁机械股份有限公司,900946,湖南天雁,2020年,年度报告
2022-03-26,中信重工机械股份有限公司,601608,中信重工,2021年,年度报告
2020-04-24,北京恒华伟业科技股份有限公司,300365,恒华科技,2019年,年度报告
2021-04-24,江苏新日电动车股份有限公司,603787,新日股份,2020年,年度报告
2022-04-29,浙江万丰奥威汽轮股份有限公司,002085,万丰奥威,2021年,年度报告
2022-08-25,青岛威奥轨道股份有限公司,605001,威奥股份,2021年,年度报告
2021-04-27,深圳市新城市规划建筑设计股份有限公司,300778,新城市,2020年,年度报告
2022-04-22,浙江天宇药业股份有限公司,300702,天宇股份,2021年,年度报告
2022-03-31,河南金丹乳酸科技股份有限公司,300829,金丹科技,2021年,年度报告
2021-03-31,河南省交通规划设计研究院股份有限公司,300732,设研院,2020年,年度报告
2020-04-30,东沣科技集团股份有限公司,200160,东沣B,2019年,年度报告
2020-04-24,深圳长城开发科技股份有限公司,000021,深科技,2019年,年度报告
